id,poi_text,input,location,chars
1132,asian shiva gamg,asian shiva gamg,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
1133,asian shiva gamga,asian shiva gamga,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,17
1134,assa,assa,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1135,ati road gali,ati road gali,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
1136,ati road gali num,ati road gali num,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,17
1137,atthu,atthu,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1138,atturwa,atturwa,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
1139,atturwala,atturwala,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
1140,audh,audh,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1141,aulana,aulana,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
1142,aum orthopaedic parva,aum orthopaedic parva,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,21
1143,aurangabd bus,aurangabd bus,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
1144,aurnacha,aurnacha,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
1145,auto,auto,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1146,"auto nagar ballem vari street,vishnavi","auto nagar ballem vari street,vishnavi",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,38
1147,"auto nagar ballem vari street,vishnavi l","auto nagar ballem vari street,vishnavi l",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,40
1148,"auto nagar ballem vari street,vishnavi ladies ho","auto nagar ballem vari street,vishnavi ladies ho",/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,48
1149,auvrn,auvrn,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1150,avad,avad,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1151,avadi,avadi,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1152,axis bank kamini,axis bank kamini,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
1153,ayanmbakkam s &,ayanmbakkam s &,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,15
1154,ayanmbakkam s & 0,ayanmbakkam s & 0,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,17
1155,ayo,ayo,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
1156,azema,azema,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1157,b bloc,b bloc,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
1158,b block Kendriya,b block Kendriya,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
1159,b block ken,b block ken,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,11
1160,b n,b n,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
1161,b-242 srinath enclave bhan,b-242 srinath enclave bhan,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,26
1162,bEd chai vala,bEd chai vala,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
1163,ba/45 ram bagh,ba/45 ram bagh,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,14
1164,badi chaupad,badi chaupad,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,12
1165,badmash,badmash,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
1166,bagur,bagur,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1167,baharath,baharath,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
1168,baharath ela,baharath ela,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,12
1169,baharath elactro,baharath elactro,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
1170,baharath electronics 100,baharath electronics 100,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,24
1171,balaji cinema,balaji cinema,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
1172,balaji nagar nagarjuna,balaji nagar nagarjuna,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,22
1173,balanagar agg,balanagar agg,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,13
1174,balea,balea,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1175,ball,ball,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1176,bana,bana,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1177,bang,bang,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1178,banga,banga,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1179,bangal,bangal,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
1180,bangalore inter,bangalore inter,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,15
1181,banglo,banglo,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
1182,banglore u,banglore u,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
1183,bangloru pal,bangloru pal,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,12
1184,bank of Baroda vaush,bank of Baroda vaush,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,20
1185,bannergatt,bannergatt,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
1186,bansha,bansha,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
1187,bapunagar india coloni swamina,bapunagar india coloni swamina,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,30
1188,bar,bar,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
1189,baramunda bus stand tata,baramunda bus stand tata,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,24
1190,barasat 2 no rail,barasat 2 no rail,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,17
1191,barasat 2 no rail gat,barasat 2 no rail gat,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,21
1192,barasat 2 no rail gate,barasat 2 no rail gate,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,22
1193,baryatu Dominos,baryatu Dominos,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,15
1194,basant kunj,basant kunj,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,11
1195,bassilica,bassilica,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
1196,basudev,basudev,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
1197,basvana,basvana,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
1198,bbmp,bbmp,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,4
1199,bds garden bless,bds garden bless,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,16
1200,bds garden blessing home,bds garden blessing home,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,24
1201,bea,bea,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
1202,beauty furnishing goregov,beauty furnishing goregov,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,25
1203,bechariji m,bechariji m,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,11
1204,begam,begam,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1205,beguine,beguine,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
1206,bela casa,bela casa,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,9
1207,bengal,bengal,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
1208,bengalore astra,bengalore astra,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,15
1209,ber,ber,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,3
1210,berakpur,berakpur,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,8
1211,beramgu,beramgu,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
1212,bhagb,bhagb,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,5
1213,bhagva,bhagva,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,6
1214,bhagvan,bhagvan,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,7
1215,bhagyoday Nagar manav ash,bhagyoday Nagar manav ash,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,25
1216,bhandari compaund,bhandari compaund,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,17
1217,bhangaghar,bhangaghar,/api/v1/places/search/autocomplete?no_google_result=5&ll=13.0434065%2C80.2778258&compatible_version=true&metadata=drop&user_id=34796710&origin=13.0434065%2C80.2778258&query=royap&type=POPULAR%2C5%7CPLACE%2C5&radius=6000&category=daily&request_id=20220930152848_ANDROID_56219&key=test,10
